ID,Title of Artwork,Year,Street Address,Address Data,Primary Artist,Type,Current Status,Property Ownership,Agency or Insitution,Stewardship Responsibility,Program ,Artist Assistants ,Architect,Creation/Dedication Date,Arts District,City,State,Zipcode,Location Name,Location Description,Related Property,Indoor/Outdoor Accessible,Medium,Description of Artwork,General Images,Subject (Person),Comments and Notes,Dimensions,Primary Artist Gender,Fabricator,Maintenance/Conservation Notes,Save Outdoor Sculpture file on record,Funding Source,Wikipedia URL,Year Accuracy,osm_id,Council District,Neighborhood,Community Statistical Area (CSA),4 digit UID,Survey,Activity,Activity Notes,Ownership Accuracy,Latitude,Longitude,Modified
,Legacy,2019,2304 Greenmount Avenue,,"""Ernest Shaw, Jr.""",Mural,in place,,,,,"Gaia,Pablo Machioli,Multisse",,,,Baltimore,MD,21218,Greenmount Recreation Center,Greenmount - East Baltimore - Barclay Community,Greenmount Recreation Center,Outdoor,painted mural,Painted outdoor mural at Greenmount Recreation Center,,,,,Male,,,,,,,,District 12,Barclay,Greater Charles Village/Barclay,,,,,,39.31603238684143,-76.60968458414584,12/8/2022 3:00pm
,Mount Clare Entrance Park,2019,S. Gilmor Street and W. Pratt Street,Intersection,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,"Southwest Partnership,Chesapeake Bay Trust",,,,District 9,New Southwest/Mount Clare,Southwest Baltimore,,,,,,39.28525900416732,-76.64202672534687,12/8/2022 3:00pm
,"One Baltimore, Many Shades [#OneBaltimoreManyShades]",2019,5315 York Road,,S. Rasheem,Mural,in place,,,,Art@Work,"""Jerome Staten, Jr.""",,,,Baltimore,MD,21212,,Govans - York Road - Outdoor painted mural,,Outdoor,painted mural,Outdoor painted mural on Woodbourne Avenue side of building,,,"Assts: Elizabeth Dorsey, Anya Dorsey, Perryion Harris, Donte McKoy, William Morton, Makayla Nichols, Briasia Pratt, Deonna Way, Jason Smith Jr",,,,,,Art@Work Program (BOPA),,,,District 4,Woodbourne-McCabe,Greater Govans,,,,,,39.35523309122097,-76.60815146826522,12/8/2022 3:00pm
,One Preakness,2019,5000 Park Heights Avenue,,Iandry Randriamandroso,Mural,in place,Private Property,,,,,,,,Baltimore,MD,21215,,Park Heights - South facing wall of Harbor Bank,Harbor Bank,Outdoor,painted mural,Painted outdoor mural in Park Heights - Preakness theme ,,,Assissted by Herb Massie and community artists,,Male,,,,Baltimore Mural Program (BOPA),,,,District 6,Central Park Heights,Pimlico/Arlington/Hilltop,,,,,,39.34744805427229,-76.67383370564482,12/8/2022 3:00pm
,Pimlico Golden Garden,2019,3100 Spaulding Avenue,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,Healthy Neighborhoods,,,,District 6,Central Park Heights,Pimlico/Arlington/Hilltop,,,,,,39.34875,-76.67403,12/8/2022 3:00pm
,Racheal Wilson Memorial Project,2019,123 S. Calverton Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,21223,,"Outdoor, painted mural in Boyd-Booth community in 21223",,Outdoor,painted mural,Painted outdoor mural,,,Memorial for Rachael Wilson; Point location is approximate,,Male,,,,,,,,District 9,Boyd-Booth,Southwest Baltimore,,,,,,39.28567901140082,-76.65032936750872,12/8/2022 3:00pm
,Straight Outta Baybrook,2019,4501 Farring Court,,"""Ernest Shaw, Jr.""",Mural,in place,Mayor & City Council,,,,,,,,Baltimore,MD,21225,,Farring-Baybrook Recreation Center,Farring-Baybrook Recreation Center,Outdoor,painted mural,Painted mural - outdoor - at Farring-Baybrook Recreation Center,,,"Assts: Desiree Thaniel, Markel Cox, David Brown, Jr, Teala Humphries, Jaylyn Pendleton, Kiyae Woods, Darien Triplett, Jaylen Wilder",,Male,,,,,,,,District 10,Brooklyn,,,,,,,39.22507064750884,-76.59762092018772,12/8/2022 3:00pm
,Welcome to Charles Village,2019,3117 Saint Paul Street,,C. Ryan Patterson,Mural,in place,Private Property,,,,Rachel Valsing,,,,Baltimore,MD,21218,,"Courtyard between two commercial buildings with murals on both building sidewalls (larger on north side, smaller on south)",,Outdoor,painted mural,,,,,,Male,,,,,,,,District 14,Charles Village,Greater Charles Village/Barclay,,,,,,39.32639533622531,-76.61566655680761,12/8/2022 3:00pm
,"[""Mr. Ed the Cat"" mural]",2018,301 Wyman Park Drive,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,PNC Transformative Art Grant (BOPA),,,,District 14,Remington,Medfield/Hampden/Woodberry/Remington,,,,,,39.32548198338052,-76.62493093505881,12/8/2022 3:06pm
,[Madonna mural],2018,400 W. 23rd Street,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,PNC Transformative Art Grant (BOPA),,,6/22/2018,,,,,,,,Outdoor,painted mural,,,,,,Male,,,,PNC Transformative Art Grant (BOPA),,,,District 12,Remington,Medfield/Hampden/Woodberry/Remington,,,,,,39.31533984307147,-76.62209749941131,12/8/2022 3:06pm
,[Open Walls X mural],2018,424 Pitman Place,,Cosmic Boys,Mural,in place,,,,Open Walls Baltimore 2,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,,,,,,,,,District 12,Greenmount West,Midtown,,,,,,39.30857599298528,-76.60998931291721,12/8/2022 2:54pm
,[REMINGTON murals],2018,2701 Sisson Street,,"Greg Gannon,Carol P. Jarvis",Mural,in place,,Greater Remington Improvement Association,,,,,,,,,,,,,Outdoor,painted mural,,,,Two part mural on fence and shipping container; location based on shipping container,,"Male, Female",,,,BOPA Community Arts Grant,,,,District 12,Remington,Medfield/Hampden/Woodberry/Remington,,,,,,39.319141162822504,-76.62442815276817,12/8/2022 3:00pm
,[Three women in Remington mural],2018,2601 Hampden Avenue,,Gaia,Mural,in place,Private Property,Greater Remington Improvement Association,,,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,One of three works in Transformative Art Prize project,,Male,,,,PNC Transformative Art Grant (BOPA),,,,District 12,Remington,Medfield/Hampden/Woodberry/Remington,,,,,,39.318375721118734,-76.62233786456633,12/8/2022 3:06pm
,Black-Eyed Susan,2018,2921 E. Madison Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.30000095458445,-76.5759375418742,12/8/2022 3:06pm
,Bocek Building Bocek,2018,801 N. Linwood Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.30024,-76.57648,12/8/2022 3:06pm
,Bon Secours Centennial Mural,2018,2000 W. Baltimore Street,,Whitney Frazier,Mural,in place,,,,,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,286’ x 10’,,Female,,,,,,,,District 9,Penrose/Fayette Street Outreach,Southwest Baltimore,,,,,,39.2882109838597,-76.64830760004578,12/8/2022 3:06pm
,Cat,2018,301 Wyman Park Drive,,Dominic Terlizzi,Sculpture,in place,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,steel,,,,,,Male,,,,,,,node/8949042312,District 14,Remington,Medfield/Hampden/Woodberry/Remington,,,,,,39.3256306,-76.6250546,12/8/2022 2:54pm
,Collington Square School,2018,1409 N. Collington Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,"""Baltimore Neighborhoods, Inc. (BNI)"",Civic Works",,,,District 13,Broadway East,Clifton-Berea,,,,,,39.30736,-76.58643,12/8/2022 3:06pm
,Darley Park Mural,2018, 1617 Normal Avenue,,Whitney Frazier,Mural,in place,,,,,Crystal Micriotti,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed early Nov. 2018 - https://ndc-md.org/journal/photo-story-darley-park-mural-installation,,Female,,,,"Baltimore Mural Program (BOPA),PNC Transformative Art Grant (BOPA)",,,,District 14,Darley Park,Clifton-Berea,,,,,,39.31582853200478,-76.59520534257712,12/8/2022 3:06pm
2018.01.PfA.GaMul,DPW Every Day,2018,,Missing,Gary Mullen,Mural,in place,Mayor & City Council,,Baltimore Office of Promotion and the Arts,,"Lashae Church,Katelyn Collier,Kashaun Drumgoogle,Amanda Holland,Samira Jackson,Dominique Jeffers,Morgan Lee,Raquel McCain,Cynthia Pual Abalum,Davual Smith,Sierra Walston,Justin Watford,Katrell Wilkinson,Darien Williams",,,,Baltimore,MD,,,Across the street from DPW Park Terminal,,Outdoor,painted mural,,"jstin2.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/qGzE6Rws3sVpeUbrgIj6pQ/FQiqgudVlpclYsrD-7VLqeQJJQ4I1sopDBrFs4krnkqxVPUDZBmJZYnAKpM9WnAjla0B5Yy9PYwrN_iAZ3sq5SyjRT5HpWBEVB6xRQ58Log/HyjQ8XE2QGyrOH8bXCTRUxqBVIJpzO-rDbRMdSCLfnQ),edited.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/txmJfrdWi-oWvkPMpZjCIQ/Kw1KDdq9xMM2vtCrbw9Bhp8c8_fVBvZGgT0E-fxmXDP60iawGPkeV1h5I9uPmpO9gDcGXXJi2SziytBd_SYIoup4JHhjEThqZtKoFj0I7Fc/2fMnbvMfWqm8dcCiZJsDNyQzbbkYsrdAFSf_FHUQJfA),hil.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/S0aEbgHCmwzWrXE-fiz11w/sUBBhMDFY3FMdLw1Fiip6zn68w-3pMvxAWy5B3Mf8ej4UrwizPxdC5EuWFF4LnaEEJcWfiecBSwj7YlmpLXhsQ/3U3cO6P66eArxn1vbvB-de_tCtBxDOzIiBaQU_ILEMo),IMG_20180731_105504405.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/KnoLpQo0hY5ifCVb7UF5yg/z2lJaYtrdi13mVXiDbZoz7zmsTIwCdnsZld6ojDQs3VGZw-O_D32fxJ5SY_F2RRPg_C4pMKuAsoa4na3-mLl8T6rshHpQzy3FZ6hmvHMhG4_VWdioZKVSQO8gNg--90m/WTHtHW-Kbu4wAyDQkvQNt0u0JiQqihw4GWIS5CzM5fQ),IMG_20180731_111637873_HDR.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/L6hShoX7rpF6PDyzCJjxhg/ahlz9YUL1059skhXA3L6ILs0tqiMnMwVJvMbAOazmFutlv2sCG22WY5qxlDzNw76Le1kPEZNbqjJn-GyNVjY4YNl5tbKQPjS_5nsCRlxDP4fw24O_sL_rP21-CYYv9s4/u_2ORb0o5UlcJMwZNHdXNCc056uFRi5JD8TNANRyt_Y),IMG_20180731_100559275_HDR.jpg (https://v5.airtableusercontent.com/v1/13/13/1670544000000/GLrgP4GSVA_un81zyA8j6w/xI_nEJG0QSCtVVZoqaOru0P5-bfjkTsskwPd3KoZlqRZ4_ZSykXsulBKV8pREI63lLh4urRy1_zfMs9xF_otPrW6-fy4hXs_e7JnQgWiWpl1iXzXD6GMDi3YzvNCF5iL/_43l_mdkr64AGvDDMuSdte-HDwK2bMph2TtlOY-8XVQ),IMG_8732.JPG (https://v5.airtableusercontent.com/v1/13/13/1670544000000/z8KEpvJAl_EZy4P9bJz5kQ/29j2qofgTwy6wV3k5J4xZt2fTyjAWgDtc0nDEoYQnSYPUTMVIxDdAYeY0Mxv8ssNTgI_GVOxQp4YRvUO0Kkv_PQCRsnHfJD61XB6bzOwd6I/OByyeSCoIHnZs_QulnNHbwV2G41VXfe2ixTNd5D1LVs)",,,,Male,,,,,,,node/7835542035,District 7,Parkview/Woodbrook,Penn North/Reservoir Hill,,,,,,39.315563,-76.643945,12/8/2022 3:06pm
,Eclipse,2018,3021 E. Monument Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Ellwood Park/Monument,Madison/East End,,,,,,39.29899,-76.57437,12/8/2022 3:06pm
,Everyone is Welcome!,2018,2830 Oakley Avenue,,Iandry Randriamandroso,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,Callowhill Aquatic Center,,Callowhill Aquatic Center,Outdoor,painted mural,,,,,,Male,,,,Art@Work Program (BOPA),,,,District 6,Cylburn,Pimlico/Arlington/Hilltop,,,,,,39.34856584547941,-76.6676414455,12/8/2022 3:06pm
SECDC,Felco Tower Mural,2018,4001 E. Baltimore Street,,Mauricio Ramirez,Mural,in place,Private Property,,,,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,District 2,Baltimore Highlands,Highlandtown,,,,,,39.2924517,-76.5635886,12/8/2022 3:06pm
,Finding Home,2018,745 N. Kenwood Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.29997,-76.57787,12/8/2022 3:06pm
,Maxinew Lynch Tribute,2018,2922 E. Monument Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.29925,-76.57586,12/8/2022 3:06pm
,Ode to Park Heights,2018,5322 Cuthbert Avenue,,LaToya D. Peoples,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Female,,,,,,,,District 5,Arlington,Pimlico/Arlington/Hilltop,,,,,,39.34799432176242,-76.68295353725593,12/8/2022 3:06pm
,One Way Up,2018,800 N. Linwood Avenue,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.30022,-76.57695,12/8/2022 3:06pm
,Reaching New Heights,2018,4800 block of Pimlico Road,Block,S. Rasheem,Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,,,,,Art@Work Program (BOPA),,,,,,,,,,,,,,12/8/2022 3:06pm
,Rocky Brown Tribute,2018,2929 E. Madison Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.29999,-76.57572,12/8/2022 3:06pm
,Rose Street Community Garden,2018, 2509 E. Monument Street,,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Mural located on side of Save-A-Lot grocety store across Rose St. from the garden,,Male,,,,"Baltimore Office of Promotion and the Arts (BOPA),Parks & People Foundation",,,,District 13,McElderry Park,Madison/East End,,,,,,39.29851410362151,-76.58164774199962,12/8/2022 3:06pm
,Seeds,2018,3000-3100 block of Woodland Avenue,Block,"""Ernest Shaw, Jr.""",Mural,in place,,,,Art@Work,,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,Art@Work Program (BOPA),,,,,,,,,,,,,,12/8/2022 3:06pm
,Stochastic Interactions,2018,670 W. Baltimore Street,,Eric Peltzer,"Sculpture,Kinetic sculpture",in place,State of Maryland,,,,,,10/16/2018,,Baltimore,MD,21201,"University of Maryland Baltimore, Health Sciences Research Facility III",,,Outdoor,stainless steel,,,,,,,,,,Art@Work Program (BOPA),,,node/9234197714,District 11,University Of Maryland,Downtown/Seton Hill,,,,,,39.289239542879635,-76.62656651084137,12/8/2022 2:54pm
,Tulip,2018,2922 E. Monument Street,,Nether,Mural,in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,Completed c. Winter 2017 – Summer 2018,,Male,,,,Coca-Cola Bottling Company Consolidated,,,,District 13,Madison-Eastend,Madison/East End,,,,,,39.29925,-76.57586,12/8/2022 3:06pm
,Waverly W,2018,401 Merryman Lane,,Post Typography,Sculpture,in place,,,,,,,,,Baltimore,MD,,Waverly Farmer's Market,,,Outdoor,painted steel,,,,Need to confirm year,,,,,,,,Approximate,node/4791979538,District 14,Abell,Greater Charles Village/Barclay,,,,,,39.328042357386906,-76.61090292428685,12/8/2022 2:54pm
,"[""Aaron LaCrate: Just a Kid from Highlandtown"" Exhibition Mural]",2017,3137 Eastern Avenue,,Aaron LaCrate,Mural,demolished,,,,Creative Alliance,,,,,Baltimore,MD,21224,,,,Outdoor,painted mural,demolished for new building (always intended as temporary work),,,,,Male,,,,,,,node/7835520567,District 1,Canton,Patterson Park North & East,,,,,,39.2862184,-76.5717015,12/8/2022 3:06pm
,[Cloverdale Park Mural],2017,Druid Hill Avenue and Druid Lake Drive,Intersection,"""Ernest Shaw, Jr.""",Mural,in place,Mayor & City Council,,,,Dalvin Wade Byron,,,,Baltimore,MD,,Harrison Sykes Brown Playground,,,Outdoor,painted mural,,,,"From BOPA's website: For the past 60 years, Cloverdale Recreation Center has served as a staple of support in West Baltimore for ages 7-75. Ernest’s team wishes to create a mural that expresses the joy that the game of basketball can bring to a community.",,Male,,,,Art@Work Program (BOPA),,,,District 7,Penn North,Penn North/Reservoir Hill,,,,,,39.31497166,-76.6424651,12/8/2022 2:54pm
,[Metal sculpture with silhouettes],2017,2601 Tolley Street,,Nicole Fall,Sculpture,in place,Mayor & City Council,Baltimore City Public Schools,"City of Baltimore - BOPA,Baltimore City Public Schools",,,,,,Baltimore,MD,,Morrell Park ES,,Morrell Park ES,Outdoor,painted metal,,,,,,Female,,,,,,,,District 10,Morrell Park,Morrell Park/Violetville,,,,,,39.26323912711355,-76.65133611488787,12/8/2022 2:54pm
,[Untitled],2017,3800 Mannasota Avenue,,Paige Orpin,Mural,in place,Mayor & City Council,,,,,,,,Baltimore,MD,21213,Mannasota Bridge (between Shannon Drive and Parkside Drive),,Herring Run Park,Outdoor,painted mural,,,,"Commissioned by Belair-Edison Neighborhoods, Inc. (BENI)",,Female,,,,NeighborWorks,,,,District 2,Lower Herring Run Park,Cedonia/Frankford,,,,,,39.324686267543804,-76.56261211084667,12/8/2022 3:06pm
,[Waverly Crab House Mural],2017,3400 Greenmount Ave,,Mike Thomas,Mural,in place,,,,,"Jimmy Li,Najee Haynes-Follins",,,,Baltimore,MD,,Waverly Crab House,,,Outdoor,painted mural,,,,"From BOPA's website: This mural is designed to support an important and thriving business in Waverly, the mural features colorful, eye-catching images of crabs, fish and shrimp, all sold at the Waverly Crab House.",,Male,,,,Art@Work Program (BOPA),,,,District 14,Oakenshawe,Greater Charles Village/Barclay,,,,,,39.33001,-76.60972,12/8/2022 3:06pm
,Break Through,2017,2411 Linden Ave,,Julie Horton,Mural,in place,,,,,Jache Haynie,,,,Baltimore,MD,,German Park,,German Park,Outdoor,painted mural,,,,"From BOPA's website: The Break Through mural is inspired by the sentiments of many Reservoir Hill neighbors. It depicts symbols of youth, potential, inspiration, hope, love, and growth. At certain points of the mural, the design shows a crack and breaks open - only to reveal more beauty beyond the layer. Like a tree that grows from a vacant building, the greenery that surrounds our mural is an ode to the ideas of good, life, and new growth. Nature, like love, always finds a way.",,Female,,,,Art@Work Program (BOPA),,,,District 7,Reservoir Hill,Penn North/Reservoir Hill,,,,,,39.31438,-76.63573,12/8/2022 3:06pm
,Carey Street Pocket Park,2017,N. Carey Street and Riggs Avenue,Intersection,Nether,"Mural,Landscape",in place,Private Property,,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,The Gutierrez Memorial Fund,,,,,,,,,,,,,,12/4/2022 7:47pm
SECDC,Chesapeake Sunset,2017,418 S. Conkling Street,,Adam Stab,Mural,in place,,,,,,,4/1/2017,,Baltimore,MD,,,,,Outdoor,painted mural,,,,,,Male,,,,,,,,District 1,Highlandtown,Highlandtown,,,,,,39.287007,-76.567397,12/8/2022 3:06pm
,Dark Matter,2017,2524 Brookfield Ave,,S. Rasheem,Mural,in place,,,,,"Emma Derr,Melku Tafari",,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,"From BOPA's website: The mural depicts a combination of African American culture, sci-fi, fantasy, and mysticism that reimagines Black artists in the future. It celebrates artists as creators, keepers, and innovators of culture.",,,,,,Art@Work Program (BOPA),,,,District 7,Reservoir Hill,Penn North/Reservoir Hill,,,,,,39.31645,-76.63419,12/8/2022 3:06pm
,"Learn, Grow, Evolve",2017,3198 Old York Road,,Megan Lewis,Mural,in place,,,,,Kenneth Clemons,,,,Baltimore,MD,,,,,Outdoor,painted mural,,,,"From BOPA's website: While gathering information from the community, residents talked about the past, present, and future of Waverly. Community members commented about witnessing change, but wanted to see more. The artists determined that in order to see change you must evolve. In order to evolve, you must learn and grow. A Black woman is depicted as the narrator that represents the comforter and healer. She is leading the way, as she carries the culture of her community and wears it proudly. Follow her lead and evolve.",,Female,,,,Art@Work Program (BOPA),,,,District 14,Better Waverly,The Waverlies,,,,,,39.32713,-76.60878,12/8/2022 3:06pm
SECDC,Milton Avenue Park,2017, 403 N. Milton Avenue,,Nether,"Mural,Landscape",in place,Private Property,Southeast CDC,,,Arts + Parks,,,,Baltimore,MD,,,,,Outdoor,painted mural,2017 Spruce-Up grant project,,,,,Male,,,,Baltimore Regional Neighborhood Initiative (BRNI),,,,District 13,McElderry Park,Patterson Park North & East,,,,,,39.29577103358003,-76.58188115716858,12/8/2022 2:54pm
SECDC,Patterson Park Public Charter School Gym Murals,2017,27 N. Lakewood Avenue,,,Mural,in place – unconfirmed,,,,,,,,,Baltimore,MD,,Patterson Park Public Charter School,,Patterson Park Public Charter School,Indoor,painted mural,,,,,,,,,,"Baltimore Regional Neighborhood Initiative (BRNI),Southeast CDC",,,,District 1,Patterson Park Neighborhood,Patterson Park North & East,,,,,,39.2928293,-76.5786542,12/8/2022 3:06pm
,Talking Hands,2017,3001 Vineyard Lane,,Iandry Randriamandroso,Mural,in place,,,,,Giulia Livi,,,,Baltimore,MD,,The Book Thing,Back of building on garage doors,,Outdoor,painted mural,,,,"From BOPA's website: This mural represents the many sentiments expressed from local residents during community interviews. The artists also wanted to promote The Book Thing of Baltimore, an organization that allows people to receive free books to further their knowledge and education. In the design, they used letters from the American Sign Language alphabet to spell out the words “BOOK THING” and utilized the palms of the hands as a vehicle to share key themes from their community conversations with mural viewers.",,Male,,,,Art@Work Program (BOPA),,,,District 14,Abell,Greater Charles Village/Barclay,,,,,,39.32523704608828,-76.61004048438618,12/8/2022 3:06pm
,The Dreamer,2017,3127 Greenmount Avenue,,LaToya D. Peoples,Mural,in place,,,,,Jerome Chester,,,,Baltimore,MD,,,Back of address facing Homestead Avenue and Waverly ACE Hardware,,Outdoor,painted mural,,,,"From BOPA's website: The mural depicts a youth in deep contemplation about the Waverly neighborhood. His thoughts are represented by colorful shapes, where scenes of Waverly through time are superimposed. The mural shows some of the rich history of Old Victorian Waverly on the left, a transition through to the present, and a road leading to a bright future!",,Female,,,,Art@Work Program (BOPA),,,,District 14,Better Waverly,The Waverlies,,,,,,39.3269889055586,-76.60876180936887,12/8/2022 3:06pm
